QUERY_ID,START_TIME,END_TIME,USER_NAME,ROLE_NAME,WAREHOUSE_NAME,WAREHOUSE_SIZE,QUERY_TYPE,DATABASE_NAME,SCHEMA_NAME,EXECUTION_STATUS,BYTES_SCANNED,ROWS_PRODUCED,TOTAL_ELAPSED_TIME,EXECUTION_TIME
Q00001251,2026-03-07 17:53:14,2026-03-07 17:57:19,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,13952859876,7463,245000,241907
Q00001252,2026-03-07 17:53:14,2026-03-07 17:59:50,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,13905994867,2933,396000,392075
Q00001253,2026-03-07 17:07:06,2026-03-07 17:10:47,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,31468119552,5197,221000,216824
Q00001254,2026-03-07 18:40:31,2026-03-07 18:43:46,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,32679546680,11301,195000,192622
Q00001255,2026-03-07 19:30:27,2026-03-07 19:34:50,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,4580951769,10249,263000,260336
Q00001256,2026-03-07 20:30:28,2026-03-07 20:32:57,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,24066698086,6407,149000,144128
Q00001257,2026-03-07 20:21:09,2026-03-07 20:24:13,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,7796966142,5579,184000,182742
Q00001258,2026-03-07 20:13:06,2026-03-07 20:18:30,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,8400286838,4850,324000,320514
Q00001259,2026-03-07 21:23:39,2026-03-07 21:29:24,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,ANALYTICS_DB,TRANSFORM,SUCCESS,22110063424,4355,345000,344332
Q00001260,2026-03-07 21:25:08,2026-03-07 21:30:49,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,22728306686,6220,341000,338259
Q00001261,2026-03-07 22:49:03,2026-03-07 22:54:14,airflow,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,7832652439,1288,311000,307028
Q00001262,2026-03-08 01:04:54,2026-03-08 01:09:48,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,ANALYTICS_DB,TRANSFORM,SUCCESS,37156472063,15214,294000,292540
Q00001263,2026-03-08 01:39:51,2026-03-08 01:42:19,airflow,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,ANALYTICS_DB,TRANSFORM,SUCCESS,19343637505,8930,148000,147129
Q00001264,2026-03-08 01:14:55,2026-03-08 01:20:06,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,40171816466,7024,311000,309690
Q00001265,2026-03-08 03:23:41,2026-03-08 03:26:54,airflow,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,ANALYTICS_DB,TRANSFORM,SUCCESS,33275837135,15070,193000,189819
Q00001266,2026-03-08 03:46:29,2026-03-08 03:47:35,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,57683461983,9545,66000,64101
Q00001267,2026-03-08 03:29:34,2026-03-08 03:32:33,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,70964914039,8761,179000,178204
Q00001268,2026-03-08 04:20:48,2026-03-08 04:24:15,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,65732591298,9091,207000,203182
Q00001269,2026-03-08 04:15:39,2026-03-08 04:19:54,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,47152772232,2213,255000,250539
Q00001270,2026-03-08 05:15:04,2026-03-08 05:16:52,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,34132004054,11422,108000,104906
Q00001271,2026-03-08 05:09:06,2026-03-08 05:15:52,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,35497770462,9957,406000,405388
Q00001272,2026-03-08 05:10:42,2026-03-08 05:13:34,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,21518857356,3009,172000,171472
Q00001273,2026-03-08 06:52:25,2026-03-08 06:55:41,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,21186406727,2527,196000,193919
Q00001274,2026-03-08 06:53:35,2026-03-08 06:58:18,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,20683495390,7850,283000,278874
Q00001275,2026-03-08 06:24:03,2026-03-08 06:28:39,airflow,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,22715441474,4160,276000,271102
Q00001276,2026-03-08 08:55:09,2026-03-08 08:58:32,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,14480556093,2235,203000,200044
Q00001277,2026-03-08 08:23:20,2026-03-08 08:30:12,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,12284982521,7308,412000,409312
Q00001278,2026-03-08 09:44:42,2026-03-08 09:48:26,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,19867929410,1624,224000,222981
Q00001279,2026-03-08 09:55:15,2026-03-08 09:56:49,airflow,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,9898968141,4319,94000,91454
Q00001280,2026-03-08 09:35:39,2026-03-08 09:36:28,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,12277331791,5452,49000,47866
Q00001281,2026-03-08 10:05:36,2026-03-08 10:12:43,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,4646406152,8447,427000,424392
Q00001282,2026-03-08 10:14:40,2026-03-08 10:19:38,airflow,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,35472895379,7223,298000,297221
Q00001283,2026-03-08 11:30:07,2026-03-08 11:31:47,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,14908231840,9525,100000,98670
Q00001284,2026-03-08 11:50:27,2026-03-08 11:53:07,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,23838246146,2904,160000,157108
Q00001285,2026-03-08 12:47:52,2026-03-08 12:51:31,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,11761410528,3346,219000,217622
Q00001286,2026-03-08 12:37:38,2026-03-08 12:39:34,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,22291954502,2739,116000,114651
Q00001287,2026-03-08 12:30:10,2026-03-08 12:37:00,airflow,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,ANALYTICS_DB,TRANSFORM,SUCCESS,23898586904,5833,410000,407785
Q00001288,2026-03-08 13:04:22,2026-03-08 13:11:25,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,11858700941,8558,423000,422127
Q00001289,2026-03-08 13:33:40,2026-03-08 13:38:39,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,35362777366,3029,299000,294796
Q00001290,2026-03-08 14:49:07,2026-03-08 14:52:19,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,25088275941,8287,192000,187371
Q00001291,2026-03-08 14:31:10,2026-03-08 14:36:58,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,16358469266,7861,348000,344378
Q00001292,2026-03-08 14:27:53,2026-03-08 14:33:27,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,9471332776,7314,334000,330299
Q00001293,2026-03-08 15:54:21,2026-03-08 15:56:50,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,20008654559,7254,149000,144523
Q00001294,2026-03-08 16:05:15,2026-03-08 16:11:59,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,2776786185,834,404000,401123
Q00001295,2026-03-08 17:40:21,2026-03-08 17:45:12,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,9143807374,5482,291000,288877
Q00001296,2026-03-08 19:15:16,2026-03-08 19:20:30,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,46778980536,2442,314000,309431
Q00001297,2026-03-08 19:50:15,2026-03-08 19:51:44,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,34347670794,24047,89000,86053
Q00001298,2026-03-08 20:51:20,2026-03-08 20:56:10,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,67747299114,3627,290000,288747
Q00001299,2026-03-08 20:02:09,2026-03-08 20:07:56,airflow,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,54542352744,5467,347000,345060
Q00001300,2026-03-08 20:30:28,2026-03-08 20:35:36,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,56556020570,8289,308000,307333
Q00001301,2026-03-08 22:01:38,2026-03-08 22:05:12,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,25775862522,3535,214000,209022
Q00001302,2026-03-08 22:34:06,2026-03-08 22:36:09,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,52711043392,3291,123000,119083
Q00001303,2026-03-08 22:19:47,2026-03-08 22:22:21,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,45626342772,4790,154000,149626
Q00001304,2026-03-08 23:06:27,2026-03-08 23:07:48,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,19672654549,5530,81000,78609
Q00001305,2026-03-08 23:38:09,2026-03-08 23:44:11,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,6310466331,2456,362000,357730
Q00001306,2026-03-09 01:46:14,2026-03-09 01:50:04,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,57527573013,3563,230000,227207
Q00001307,2026-03-09 01:30:49,2026-03-09 01:34:53,airflow,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,51784498502,3801,244000,242188
Q00001308,2026-03-09 02:05:27,2026-03-09 02:07:20,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,24582723446,6056,113000,108923
Q00001309,2026-03-09 02:13:37,2026-03-09 02:15:46,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,61072552303,10543,129000,127226
Q00001310,2026-03-09 04:08:45,2026-03-09 04:14:00,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,35734805694,7801,315000,312602
Q00001311,2026-03-09 04:47:41,2026-03-09 04:50:39,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,18084987389,1443,178000,176354
Q00001312,2026-03-09 05:33:28,2026-03-09 05:39:30,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,4472260696,2381,362000,358661
Q00001313,2026-03-09 05:36:42,2026-03-09 05:37:47,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,38617508426,6371,65000,61202
Q00001314,2026-03-09 05:39:35,2026-03-09 05:43:22,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,28411681475,2169,227000,223053
Q00001315,2026-03-09 06:48:24,2026-03-09 06:49:33,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,17062666854,6701,69000,66409
Q00001316,2026-03-09 06:00:12,2026-03-09 06:03:55,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,4110185765,2780,223000,220291
Q00001317,2026-03-09 06:18:07,2026-03-09 06:21:22,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,20519213853,4809,195000,192140
Q00001318,2026-03-09 07:28:35,2026-03-09 07:29:03,airflow,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,7152132952,3290,28000,23640
Q00001319,2026-03-09 07:50:04,2026-03-09 07:51:49,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,20478152154,4704,105000,104298
Q00001320,2026-03-09 07:22:02,2026-03-09 07:26:21,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,6565003952,6785,259000,257746
Q00001321,2026-03-09 08:42:17,2026-03-09 08:45:08,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,7587750786,6838,171000,169426
Q00001322,2026-03-09 08:49:15,2026-03-09 08:50:07,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,4521367768,8189,52000,50215
Q00001323,2026-03-09 08:42:09,2026-03-09 08:44:57,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,25149371384,4375,168000,164401
Q00001324,2026-03-09 09:36:44,2026-03-09 09:41:26,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,18692799886,995,282000,279682
Q00001325,2026-03-09 09:33:04,2026-03-09 09:36:38,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,24078027732,4751,214000,210960
Q00001326,2026-03-09 10:42:14,2026-03-09 10:48:18,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,19814104586,2190,364000,361478
Q00001327,2026-03-09 11:10:27,2026-03-09 11:17:39,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,40095377469,6622,432000,431187
Q00001328,2026-03-09 12:44:10,2026-03-09 12:45:25,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,28540493625,9693,75000,71313
Q00001329,2026-03-09 12:40:41,2026-03-09 12:41:38,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,30076308030,6804,57000,55474
Q00001330,2026-03-09 12:29:27,2026-03-09 12:36:07,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,24275220879,6082,400000,397992
Q00001331,2026-03-09 13:00:01,2026-03-09 13:02:44,airflow,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,24256224329,8138,163000,161017
Q00001332,2026-03-09 13:23:03,2026-03-09 13:24:53,airflow,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,24713568450,6914,110000,107645
Q00001333,2026-03-09 14:15:24,2026-03-09 14:19:43,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,11293211878,3979,259000,254076
Q00001334,2026-03-09 15:33:38,2026-03-09 15:38:22,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,24968435261,1993,284000,279618
Q00001335,2026-03-09 15:18:33,2026-03-09 15:21:55,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,20009166199,4045,202000,201296
Q00001336,2026-03-09 17:24:45,2026-03-09 17:29:40,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,6155247303,3006,295000,294494
Q00001337,2026-03-09 18:26:32,2026-03-09 18:31:39,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,ANALYTICS_DB,TRANSFORM,SUCCESS,44098104146,5723,307000,305992
Q00001338,2026-03-09 18:16:24,2026-03-09 18:22:16,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,29004161677,4706,352000,351370
Q00001339,2026-03-09 19:54:23,2026-03-09 19:57:45,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,1073741824,119,202000,200568
Q00001340,2026-03-09 19:47:38,2026-03-09 19:53:36,airflow,TRANSFORMER,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,1073741824,146,358000,356285
Q00001341,2026-03-09 20:49:40,2026-03-09 20:57:13,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,24305990346,3554,453000,450668
Q00001342,2026-03-09 20:46:07,2026-03-09 20:51:59,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,13385404409,15522,352000,347614
Q00001343,2026-03-09 23:23:55,2026-03-09 23:25:19,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,27587404280,5447,84000,82602
Q00001344,2026-03-09 23:50:53,2026-03-09 23:57:43,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,37247325098,11700,410000,406554
Q00001345,2026-03-09 23:05:50,2026-03-09 23:08:20,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,17190928559,14214,150000,147903
Q00001346,2026-03-10 01:21:36,2026-03-10 01:29:03,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,40979026538,6909,447000,443762
Q00001347,2026-03-10 01:25:04,2026-03-10 01:29:02,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,26769678147,14305,238000,236837
Q00001348,2026-03-10 02:42:11,2026-03-10 02:46:42,airflow,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,11349234061,7823,271000,267518
Q00001349,2026-03-10 02:30:11,2026-03-10 02:35:15,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,15974879449,972,304000,302910
Q00001350,2026-03-10 03:07:24,2026-03-10 03:13:15,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,24326644916,6731,351000,346034
Q00001351,2026-03-10 03:16:42,2026-03-10 03:22:58,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,15579634327,4363,376000,372860
Q00001352,2026-03-10 04:07:40,2026-03-10 04:12:52,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,14372884042,2820,312000,311486
Q00001353,2026-03-10 04:37:50,2026-03-10 04:39:16,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,17808725193,2570,86000,83523
Q00001354,2026-03-10 05:26:19,2026-03-10 05:28:43,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,6771878582,1709,144000,142692
Q00001355,2026-03-10 05:47:04,2026-03-10 05:49:04,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,24539033652,908,120000,117964
Q00001356,2026-03-10 06:25:47,2026-03-10 06:28:08,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,12139762640,2395,141000,136191
Q00001357,2026-03-10 07:00:12,2026-03-10 07:01:24,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,4957863254,3371,72000,69571
Q00001358,2026-03-10 09:05:08,2026-03-10 09:06:57,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,9309919798,3612,109000,108718
Q00001359,2026-03-10 10:47:18,2026-03-10 10:48:10,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,15726620196,863,52000,51611
Q00001360,2026-03-10 10:33:34,2026-03-10 10:34:15,airflow,TRANSFORMER,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,5701059300,2606,41000,38548
Q00001361,2026-03-10 12:33:31,2026-03-10 12:39:01,airflow,TRANSFORMER,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,20006687217,7870,330000,327291
Q00001362,2026-03-10 12:51:48,2026-03-10 12:55:01,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,14279766077,3064,193000,191846
Q00001363,2026-03-10 13:31:42,2026-03-10 13:32:32,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,25655169627,3506,50000,47410
Q00001364,2026-03-10 13:20:26,2026-03-10 13:24:54,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,17129248513,8955,268000,263090
Q00001365,2026-03-10 14:13:36,2026-03-10 14:15:47,airflow,TRANSFORMER,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,5177887519,2472,131000,127422
Q00001366,2026-03-10 14:10:41,2026-03-10 14:12:45,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,16807606791,3459,124000,122533
Q00001367,2026-03-10 15:12:13,2026-03-10 15:12:55,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,12824169335,2772,42000,40893
Q00001368,2026-03-10 15:37:43,2026-03-10 15:42:30,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,ANALYTICS_DB,TRANSFORM,SUCCESS,7732449081,2753,287000,285378
Q00001369,2026-03-10 16:23:32,2026-03-10 16:26:25,airflow,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,23771504606,2084,173000,170687
Q00001370,2026-03-10 16:28:11,2026-03-10 16:32:19,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,8137012369,3434,248000,246752
Q00001371,2026-03-10 17:10:08,2026-03-10 17:13:26,airflow,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,25327271833,2902,198000,197565
Q00001372,2026-03-10 17:21:40,2026-03-10 17:24:22,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,11203080275,6016,162000,159819
Q00001373,2026-03-10 18:27:16,2026-03-10 18:32:15,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,16747372864,10325,299000,294288
Q00001374,2026-03-10 18:50:41,2026-03-10 18:55:00,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,31230391452,4980,259000,255357
Q00001375,2026-03-10 19:08:14,2026-03-10 19:12:05,dbt_cloud,ELT_ROLE,COMPUTE_WH,LARGE,INSERT,ANALYTICS_DB,TRANSFORM,SUCCESS,5178316807,1901,231000,228578
Q00001376,2026-03-10 19:23:21,2026-03-10 19:27:59,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,ANALYTICS_DB,TRANSFORM,SUCCESS,3339757161,873,278000,273254
Q00001377,2026-03-10 22:42:47,2026-03-10 22:49:52,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,28678125683,3894,425000,424709
Q00001378,2026-03-10 22:15:21,2026-03-10 22:20:37,dbt_cloud,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,STAGING_DB,INGEST,SUCCESS,19474685844,8617,316000,315467
Q00001379,2026-03-10 23:14:22,2026-03-10 23:17:28,elt_bot,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,RAW_DB,STAGE,SUCCESS,13658140215,5181,186000,184986
Q00001380,2026-03-10 23:20:31,2026-03-10 23:26:48,airflow,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,21320280791,3391,377000,372116
Q00001381,2026-03-10 23:16:06,2026-03-10 23:19:10,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,39041755973,11757,184000,181330
Q00001382,2026-03-11 00:15:47,2026-03-11 00:21:53,airflow,ELT_ROLE,COMPUTE_WH,LARGE,COPY,STAGING_DB,INGEST,SUCCESS,28416462511,3494,366000,361003
Q00001383,2026-03-11 00:33:14,2026-03-11 00:36:23,airflow,ELT_ROLE,COMPUTE_WH,LARGE,MERGE,STAGING_DB,INGEST,SUCCESS,55218052322,12069,189000,186805
Q00001384,2026-03-11 01:12:39,2026-03-11 01:18:43,airflow,TRANSFORMER,COMPUTE_WH,LARGE,COPY,RAW_DB,STAGE,SUCCESS,36241036802,8581,364000,361192
Q00001385,2026-03-11 01:41:02,2026-03-11 01:43:49,elt_bot,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,32195187176,20798,167000,163831
Q00001386,2026-03-11 01:42:50,2026-03-11 01:47:56,airflow,TRANSFORMER,COMPUTE_WH,LARGE,INSERT,RAW_DB,STAGE,SUCCESS,40522771006,9145,306000,302811
